MLVA,date,COUNT(*)
3-10-7-11-523,11/25/14,2
3-10-8-14-523,11/25/14,1
3-18-9-11-523,11/25/14,1
3-20-14-12-523,11/25/14,1
3-11-15-9-523,11/25/15,3
3-17-9-11-523,11/25/15,1
3-24-13-10-523,11/25/15,1
3-24-14-0-523,11/25/15,1
3-27-13-8-523,11/25/15,1
5-15-7-13-490,11/25/15,1
3-9-7-14-523,11/25/16,1
5-15-7-12-490,11/25/16,1
3-12-10-12-523,11/26/08,1
3-17-16-13-523,11/26/08,2
3-9-7-12-523,11/26/08,1
3-9-7-13-523,11/26/08,2
3-9-7-14-523,11/26/08,1
4-14-8-0-490,11/26/08,1
6-11-15-15-490,11/26/08,1
3-10-14-12-496,11/26/09,1
3-12-9-11-523,11/26/09,1
3-17-17-14-523,11/26/09,1
3-9-8-13-523,11/26/09,1
4-15-11-0-490,11/26/09,1
5-15-11-13-490,11/26/09,1
3-11-14-12-496,11/26/10,1
3-24-16-13-523,11/26/10,1
3-9-7-14-523,11/26/10,1
3-17-9-11-523,11/26/12,1
3-17-9-12-523,11/26/12,2
3-10-13-11-496,11/26/13,1
3-16-9-11-523,11/26/13,1
3-17-9-11-523,11/26/13,2
3-18-9-11-523,11/26/13,1
3-24-12-12-523,11/26/13,1
3-9-7-14-523,11/26/13,1
4-16-12-0-517,11/26/13,1
3-10-7-11-523,11/26/14,2
3-10-7-12-523,11/26/14,2
3-12-12-9-523,11/26/14,1
3-12-14-9-523,11/26/14,1
3-13-12-9-523,11/26/14,1
3-16-9-11-523,11/26/14,1
3-17-9-11-523,11/26/14,1
3-9-8-12-523,11/26/14,1
4-15-12-0-490,11/26/14,1
7-19-0-0-490,11/26/14,1
10-15-0-0-490,11/26/15,1
3-10-8-9-523,11/26/15,1
3-14-10-5-523,11/26/15,1
3-17-9-11-523,11/26/15,1
3-26-17-10-523,11/26/15,1
3-11-13-10-523,11/26/16,1
3-12-14-10-523,11/26/16,1
3-17-16-13-523,11/27/08,1
3-9-7-13-523,11/27/08,5
3-14-12-12-523,11/27/09,1
3-17-17-14-523,11/27/09,1
4-15-11-3-490,11/27/09,1
4-17-16-1-523,11/27/09,1
4-9-7-4-523,11/27/09,1
5-15-16-13-490,11/27/09,1
3-10-7-13-523,11/27/10,1
3-12-15-13-523,11/27/10,2
3-9-7-14-523,11/27/10,1
3-10-8-9-523,11/27/11,1
3-9-9-13-523,11/27/11,1
3-12-15-13-523,11/27/12,1
3-16-9-12-523,11/27/12,1
3-17-9-12-523,11/27/12,1
5-15-14-11-490,11/27/12,1
3-12-9-12-523,11/27/13,1
3-15-12-10-523,11/27/13,1
3-16-9-11-523,11/27/13,1
3-17-9-10-523,11/27/13,1
3-24-17-12-523,11/27/13,1
3-24-19-15-523,11/27/13,1
3-24-23-10-523,11/27/13,1
4-16-12-0-517,11/27/13,1
3-10-14-10-496,11/27/14,1
3-10-7-11-523,11/27/14,2
3-12-11-14-523,11/27/14,3
3-17-9-12-523,11/27/14,1
3-25-13-10-523,11/27/14,1
3-12-11-14-523,11/27/15,2
3-17-9-11-523,11/27/15,2
3-17-9-12-523,11/27/15,1
3-23-13-10-523,11/27/15,1
3-25-13-10-523,11/27/15,1
3-12-13-9-523,11/27/16,1
3-24-13-11-523,11/27/16,1
3-17-16-13-523,11/28/08,1
3-9-7-13-523,11/28/08,4
3-9-7-13-529,11/28/09,1
4-15-12-0-490,11/28/09,1
4-9-7-5-523,11/28/09,1
6-11-17-2-490,11/28/09,1
6-11-17-9-490,11/28/09,1
3-10-8-9-523,11/28/10,1
3-14-8-14-523,11/28/10,1
3-11-16-9-523,11/28/11,1
3-9-7-14-523,11/28/11,2
3-15-12-10-523,11/28/13,1
3-16-9-11-523,11/28/13,1
3-17-9-11-523,11/28/13,1
3-24-25-10-523,11/28/13,1
4-16-12-0-517,11/28/13,1
3-10-7-11-523,11/28/14,2
3-12-11-14-523,11/28/14,5
3-12-12-9-523,11/28/14,1
3-12-13-9-523,11/28/14,1
3-13-12-9-523,11/28/14,1
3-22-10-8-523,11/28/14,1
3-24-13-11-523,11/28/14,1
3-12-11-14-523,11/28/15,2
3-27-13-8-523,11/28/15,2
4-16-11-0-517,11/28/15,1
3-12-12-8-523,11/28/16,1
3-23-14-11-523,11/28/16,1
3-9-7-12-523,11/28/16,1
3-10-14-11-496,11/29/08,1
3-10-7-12-523,11/29/08,1
5-14-9-9-490,11/29/08,1
3-9-8-10-523,11/29/09,1
4-15-11-11-490,11/29/09,1
3-10-7-13-523,11/29/10,1
3-12-15-13-523,11/29/10,1
3-14-8-14-523,11/29/10,2
3-29-15-13-523,11/29/10,1
3-9-7-13-523,11/29/10,2
3-9-8-13-523,11/29/10,1
4-21-9-0-463,11/29/10,2
5-18-15-12-490,11/29/10,2
3-10-7-9-523,11/29/11,1
3-13-11-15-523,11/29/11,1
3-13-17-9-523,11/29/11,1
3-23-17-10-523,11/29/11,1
3-24-18-12-523,11/29/11,1
3-9-7-13-523,11/29/11,1
3-9-7-14-523,11/29/11,1
3-9-8-13-523,11/29/11,1
4-13-11-0-490,11/29/11,2
4-15-14-0-490,11/29/11,1
3-9-19-12-523,11/29/12,1
3-9-8-13-523,11/29/12,1
5-12-11-9-490,11/29/12,1
3-17-9-11-523,11/29/13,2
3-17-9-12-523,11/29/13,1
3-9-7-12-523,11/29/13,1
3-9-7-13-523,11/29/13,1
3-10-7-11-523,11/29/14,1
3-10-8-14-523,11/29/14,1
3-12-11-14-523,11/29/14,1
3-16-9-11-523,11/29/14,1
3-18-9-12-523,11/29/14,1
3-10-8-8-523,11/29/15,1
3-10-8-9-523,11/29/15,1
3-10-9-9-523,11/29/15,1
3-9-7-12-523,11/29/15,1
5-15-16-12-490,11/29/15,1
3-10-7-11-523,11/29/16,1
3-22-9-11-523,11/29/16,1
3-25-18-12-523,11/29/16,2
3-9-8-12-523,11/29/16,1
3-10-14-11-496,11/3/08,1
3-11-11-15-523,11/3/08,1
3-17-16-13-523,11/3/08,1
3-9-7-13-523,11/3/08,2
4-13-10-0-490,11/3/08,1
5-14-8-9-490,11/3/08,1
3-10-14-12-496,11/3/09,1
3-9-7-13-523,11/3/09,1
4-14-10-0-490,11/3/09,1
3-9-7-13-523,11/3/10,2
3-9-8-13-523,11/3/10,1
3-14-11-12-523,11/3/11,1
3-16-0-13-523,11/3/11,1
3-12-16-13-523,11/3/12,1
3-16-9-12-523,11/3/12,2
3-17-9-12-523,11/3/12,2
3-19-14-13-523,11/3/12,1
3-10-10-11-523,11/3/13,1
3-12-7-11-523,11/3/13,1
3-12-12-9-523,11/3/14,1
3-13-12-9-523,11/3/14,1
3-16-14-9-523,11/3/14,1
3-9-7-12-523,11/3/14,2
3-10-14-11-496,11/3/15,1
3-11-12-9-523,11/3/15,1
3-11-15-12-496,11/3/15,2
3-12-9-9-523,11/3/15,1
3-14-10-8-523,11/3/15,2
3-17-3-11-523,11/3/15,1
3-24-13-10-523,11/3/15,1
3-26-13-8-523,11/3/15,3
3-15-0-0-517,11/30/08,1
3-9-7-13-523,11/30/08,1
3-10-14-12-496,11/30/09,1
3-9-7-13-523,11/30/09,1
4-9-7-3-523,11/30/09,1
4-9-7-6-523,11/30/09,1
5-15-16-9-490,11/30/09,1
3-10-14-12-496,11/30/10,1
3-10-8-9-523,11/30/10,1
3-12-15-13-523,11/30/10,3
3-14-11-12-523,11/30/10,1
3-9-7-13-523,11/30/10,1
3-9-7-14-523,11/30/10,1
3-9-8-13-523,11/30/10,3
3-9-8-14-523,11/30/10,1
4-15-11-0-490,11/30/10,1
4-15-8-0-490,11/30/10,2
5-18-15-12-490,11/30/10,1
3-9-7-14-523,11/30/11,1
4-14-14-0-490,11/30/11,1
4-16-12-0-517,11/30/11,1
3-12-16-14-523,11/30/12,1
3-13-9-12-523,11/30/12,1
3-16-9-12-523,11/30/12,1
3-15-0-0-517,11/30/13,1
3-24-24-10-523,11/30/13,1
3-12-12-9-523,11/30/14,1
3-24-13-10-523,11/30/14,1
3-26-13-8-523,11/30/14,1
3-9-7-12-523,11/30/14,1
4-15-12-0-490,11/30/14,1
3-12-11-14-523,11/30/15,1
3-17-9-11-523,11/30/15,1
3-19-9-11-523,11/30/15,1
3-24-13-10-523,11/30/15,1
3-9-12-11-496,11/30/15,1
4-16-11-0-517,11/30/15,1
3-10-7-11-523,11/30/16,1
3-15-10-8-523,11/30/16,1
3-25-18-12-523,11/30/16,5
3-26-12-8-523,11/30/16,1
3-9-7-12-523,11/4/08,1
3-9-7-13-523,11/4/08,1
3-9-8-12-523,11/4/08,1
3-9-9-12-523,11/4/08,1
3-17-16-14-523,11/4/09,1
3-9-8-13-523,11/4/09,1
4-11-0-0-490,11/4/09,1
4-13-10-0-490,11/4/09,1
4-13-13-0-490,11/4/09,1
6-11-17-10-490,11/4/09,1
3-12-9-13-523,11/4/10,1
3-25-13-12-523,11/4/10,1
3-9-7-13-523,11/4/10,1
4-15-8-0-490,11/4/10,1
3-14-11-11-523,11/4/11,1
3-9-8-13-523,11/4/11,1
3-9-8-14-523,11/4/11,1
3-13-11-9-523,11/4/12,1
3-15-9-12-523,11/4/12,1
3-17-9-12-523,11/4/12,1
3-12-9-9-523,11/4/13,1
3-17-9-11-523,11/4/13,1
3-24-19-14-523,11/4/13,1
3-25-15-10-523,11/4/13,1
3-7-5-9-523,11/4/13,1
3-9-7-12-523,11/4/13,1
3-9-8-12-523,11/4/13,1
4-15-12-0-490,11/4/13,1
3-16-10-11-523,11/4/14,1
3-17-11-10-523,11/4/14,1
4-15-12-0-490,11/4/14,1
3-10-14-11-496,11/4/15,1
3-10-15-10-496,11/4/15,1
3-12-12-9-523,11/4/15,2
3-17-9-11-523,11/4/15,1
3-26-13-8-523,11/4/15,2
3-9-7-12-523,11/4/15,2
3-11-18-9-523,11/4/16,1
3-9-7-13-523,11/5/08,1
3-9-8-12-523,11/5/08,1
4-14-10-13-517,11/5/08,1
3-9-7-0-523,11/5/09,2
3-9-8-13-523,11/5/09,3
3-10-8-9-523,11/5/10,1
3-9-6-12-523,11/5/10,1
5-18-15-12-490,11/5/10,1
3-13-11-13-523,11/5/11,1
3-23-13-12-523,11/5/11,1
3-13-10-12-523,11/5/12,1
3-16-9-12-523,11/5/12,1
3-17-9-12-523,11/5/12,1
3-10-13-11-496,11/5/13,1
3-16-9-11-523,11/5/13,1
3-24-13-10-523,11/5/13,1
3-24-24-10-523,11/5/13,1
3-9-7-12-523,11/5/13,2
3-10-7-11-523,11/5/14,1
3-12-12-9-523,11/5/14,1
3-17-9-11-523,11/5/14,1
3-9-9-14-523,11/5/14,1
3-10-15-10-496,11/5/15,1
3-12-11-14-523,11/5/15,1
3-17-9-11-523,11/5/15,2
3-26-13-8-523,11/5/15,1
3-9-12-11-496,11/5/15,1
4-15-11-0-490,11/5/15,1
3-10-7-11-523,11/5/16,1
3-11-18-9-523,11/5/16,1
3-12-9-12-523,11/5/16,1
3-18-9-11-523,11/5/16,1
3-11-10-8-523,11/6/08,1
3-12-12-12-523,11/6/08,1
3-12-9-12-523,11/6/08,1
3-17-16-13-523,11/6/08,1
3-9-7-12-523,11/6/08,1
3-10-14-12-496,11/6/09,2
3-12-9-11-550,11/6/09,1
3-9-8-13-523,11/6/09,1
4-15-8-0-490,11/6/10,2
5-18-15-12-490,11/6/10,1
3-13-10-13-523,11/6/11,1
3-10-8-13-523,11/6/12,1
3-13-11-9-523,11/6/12,1
3-9-9-9-523,11/6/12,1
4-10-10-0-517,11/6/12,2
5-12-10-9-490,11/6/12,1
3-10-9-9-523,11/6/14,1
3-11-10-11-523,11/6/14,1
3-12-13-9-523,11/6/14,1
4-15-12-0-490,11/6/14,1
4-17-13-0-490,11/6/14,1
3-12-11-14-523,11/6/15,1
3-12-12-9-523,11/6/15,1
3-17-10-11-523,11/6/15,1
3-17-9-11-523,11/6/15,1
3-9-7-12-523,11/6/15,1
4-13-11-0-490,11/6/15,1
4-15-11-0-490,11/6/15,1
3-11-18-9-523,11/6/16,1
3-12-12-12-523,11/7/08,1
3-9-7-13-523,11/7/08,1
4-20-11-0-490,11/7/08,1
3-17-0-0-517,11/7/09,1
3-9-8-13-523,11/7/09,1
3-15-10-14-523,11/7/10,1
3-9-7-14-523,11/7/10,1
3-12-13-11-523,11/7/11,1
5-13-12-9-490,11/7/11,1
3-13-4-12-502,11/7/12,1
3-14-11-12-523,11/7/12,3
3-17-9-12-523,11/7/12,1
3-9-8-13-523,11/7/12,2
4-14-8-0-517,11/7/12,1
3-10-9-9-523,11/7/13,1
3-12-12-9-523,11/7/13,1
3-17-9-11-523,11/7/13,1
3-18-9-11-523,11/7/13,1
3-24-12-12-523,11/7/13,1
3-10-7-11-523,11/7/14,1
3-12-11-15-523,11/7/14,2
3-14-11-10-523,11/7/14,1
3-17-9-11-523,11/7/14,1
3-9-7-11-523,11/7/14,1
3-9-7-12-523,11/7/14,1
3-9-8-12-523,11/7/14,1
10-15-0-0-490,11/7/16,2
3-17-13-10-523,11/7/16,1
3-9-7-13-523,11/8/08,1
3-9-8-12-523,11/8/08,1
3-10-14-12-496,11/8/09,1
4-16-19-0-517,11/8/09,1
3-17-17-12-523,11/8/10,1
3-24-16-13-523,11/8/10,1
3-9-7-13-523,11/8/10,3
3-9-7-14-523,11/8/10,2
5-18-15-12-490,11/8/10,1
3-10-15-12-496,11/8/11,1
3-10-15-17-496,11/8/11,1
3-14-10-12-523,11/8/11,1
3-9-7-13-523,11/8/11,1
3-12-16-13-523,11/8/12,1
3-14-11-12-523,11/8/12,1
3-16-11-10-523,11/8/12,1
3-17-9-12-523,11/8/12,3
4-14-8-0-517,11/8/12,1
3-10-14-11-496,11/8/13,1
3-12-10-10-550,11/8/13,1
3-12-12-9-523,11/8/13,1
3-12-11-15-523,11/8/14,1
3-12-12-9-523,11/8/14,1
3-25-16-12-523,11/8/14,1
3-14-10-8-523,11/8/15,1
3-9-12-11-496,11/8/15,1
3-14-13-8-523,11/8/16,1
3-25-12-10-523,11/8/16,1
3-25-18-12-523,11/8/16,1
3-9-7-12-523,11/9/08,1
4-14-10-0-490,11/9/08,1
3-14-8-12-523,11/9/09,1
6-11-17-9-490,11/9/09,1
3-10-8-10-523,11/9/10,1
3-12-8-15-523,11/9/10,1
3-15-0-0-517,11/9/10,1
3-16-10-14-523,11/9/10,1
3-9-7-14-523,11/9/10,1
4-14-11-0-490,11/9/10,1
5-16-10-13-490,11/9/10,1
5-18-15-12-490,11/9/10,1
3-10-15-12-496,11/9/11,4
3-12-15-13-523,11/9/11,1
3-14-10-12-523,11/9/11,1
4-15-12-0-463,11/9/11,1
3-16-12-13-523,11/9/12,2
3-25-17-12-523,11/9/12,1
3-9-7-13-523,11/9/12,1
3-10-7-14-523,11/9/13,1
3-22-24-10-523,11/9/13,1
3-11-14-10-496,11/9/14,1
3-9-7-12-523,11/9/14,1
3-11-12-10-523,11/9/15,1
3-26-13-8-523,11/9/15,1
3-9-4-12-523,11/9/15,1
3-9-9-14-523,11/9/15,1
4-16-17-0-517,11/9/15,1
3-10-14-11-496,11/9/16,1
3-10-7-11-523,11/9/16,2
3-12-13-10-523,11/9/16,1
3-26-13-11-523,11/9/16,1
5-15-7-12-490,11/9/16,1
3-10-7-13-523,12/1/08,1
3-10-7-9-523,12/1/08,1
3-12-9-10-550,12/1/08,1
3-16-16-13-523,12/1/08,1
3-17-16-13-523,12/1/08,2
3-9-7-13-523,12/1/08,2
5-15-16-12-490,12/1/08,1
3-13-9-12-550,12/1/09,2
3-17-17-14-523,12/1/09,2
4-13-9-13-550,12/1/09,1
3-12-15-13-523,12/1/10,2
3-12-16-13-523,12/1/10,1
3-14-11-12-523,12/1/10,1
3-9-7-13-523,12/1/10,2
3-9-7-15-523,12/1/10,1
3-9-8-13-523,12/1/10,2
4-11-15-12-517,12/1/10,1
3-10-8-9-523,12/1/11,1
3-14-11-12-523,12/1/11,1
3-22-14-10-523,12/1/11,1
3-9-7-14-523,12/1/11,1
3-9-8-13-523,12/1/11,1
3-17-9-12-523,12/1/12,1
3-12-12-9-523,12/1/13,1
3-17-9-11-523,12/1/13,1
3-10-7-11-523,12/1/14,1
3-11-13-11-496,12/1/14,1
3-12-10-11-523,12/1/14,1
3-12-12-9-523,12/1/14,2
3-15-0-0-517,12/1/14,1
3-9-8-12-523,12/1/14,6
5-14-8-9-490,12/1/14,1
3-10-8-8-523,12/1/15,1
3-12-13-10-523,12/1/15,1
3-26-13-8-523,12/1/15,1
3-27-13-8-523,12/1/15,1
3-9-12-10-496,12/1/15,1
3-10-7-11-523,12/1/16,1
3-25-18-12-523,12/1/16,3
3-17-16-13-523,12/10/08,1
3-9-7-13-523,12/10/08,1
3-9-8-12-523,12/10/08,1
3-11-12-15-523,12/10/09,1
3-14-8-12-523,12/10/09,1
3-22-14-13-523,12/10/09,1
3-9-7-12-523,12/10/09,1
3-9-7-13-523,12/10/09,2
3-9-9-13-523,12/10/09,1
4-14-8-12-523,12/10/09,1
6-11-17-10-490,12/10/09,1
3-23-11-13-523,12/10/10,1
3-8-4-9-523,12/10/10,1
3-9-7-13-523,12/10/10,3
3-9-7-15-523,12/10/10,1
4-15-12-0-490,12/10/10,1
4-19-12-17-457,12/10/10,1
5-20-8-13-457,12/10/10,1
3-10-8-9-523,12/10/11,1
3-12-15-14-523,12/10/11,1
3-14-11-11-523,12/10/11,1
3-14-11-12-523,12/10/11,1
3-15-12-11-523,12/10/11,1
3-23-13-12-523,12/10/11,1
3-11-18-9-523,12/10/12,1
3-12-15-14-523,12/10/12,3
3-16-9-12-523,12/10/12,1
3-17-9-12-523,12/10/12,1
3-18-9-12-523,12/10/12,1
3-9-8-13-523,12/10/12,3
3-9-9-14-523,12/10/12,1
4-11-12-0-517,12/10/12,1
3-12-10-8-523,12/10/13,1
3-13-11-9-523,12/10/13,2
3-19-13-11-523,12/10/13,1
3-9-8-12-523,12/10/13,2
3-10-8-12-523,12/10/14,1
3-11-10-11-523,12/10/14,1
3-12-11-14-523,12/10/14,2
3-17-11-10-523,12/10/14,1
3-17-9-11-523,12/10/14,3
3-18-9-11-523,12/10/14,1
3-24-13-10-523,12/10/14,2
3-9-10-9-523,12/10/14,1
3-9-8-12-523,12/10/14,2
8-18-0-0-490,12/10/14,1
3-11-17-9-523,12/10/15,1
3-12-12-9-523,12/10/15,1
3-24-13-10-523,12/10/15,1
3-12-9-13-523,12/10/16,1
3-16-12-10-523,12/10/16,1
3-16-9-7-523,12/10/16,1
3-18-9-11-523,12/10/16,3
3-25-18-12-523,12/10/16,1
3-10-15-11-496,12/11/08,1
3-10-7-9-523,12/11/08,2
3-16-12-11-523,12/11/08,1
3-17-16-13-523,12/11/08,1
3-9-7-13-523,12/11/08,3
3-10-14-12-496,12/11/09,1
3-14-8-12-523,12/11/09,1
3-9-7-13-523,12/11/09,1
3-10-7-13-523,12/11/10,1
3-14-11-12-523,12/11/10,1
3-9-8-14-523,12/11/11,1
3-10-10-12-523,12/11/12,1
3-10-14-12-496,12/11/12,1
3-12-15-13-523,12/11/12,1
3-17-9-12-523,12/11/12,1
3-23-13-11-523,12/11/12,1
3-9-8-13-523,12/11/12,2
3-9-8-9-523,12/11/12,1
5-15-16-13-490,12/11/12,3
3-12-10-8-523,12/11/13,1
3-13-11-9-523,12/11/13,1
3-15-10-13-523,12/11/13,1
3-9-10-12-523,12/11/13,1
3-9-7-12-523,12/11/13,1
3-9-7-13-523,12/11/13,1
3-9-8-12-523,12/11/13,2
4-14-11-0-490,12/11/13,1
4-16-1-0-517,12/11/13,1
5-15-14-11-490,12/11/13,1
3-12-14-9-523,12/11/14,1
3-13-11-9-523,12/11/14,1
3-13-12-9-523,12/11/14,1
3-15-11-10-523,12/11/14,1
3-17-11-10-298,12/11/14,1
3-17-9-11-523,12/11/14,1
3-25-12-11-523,12/11/14,1
3-9-8-12-523,12/11/14,3
4-12-7-0-463,12/11/14,1
5-12-10-9-490,12/11/14,1
3-10-14-11-496,12/11/15,1
3-10-9-9-523,12/11/15,1
3-14-9-10-523,12/11/15,1
3-24-13-10-523,12/11/15,1
3-24-13-9-523,12/11/15,1
3-12-11-14-523,12/11/16,1
3-16-9-7-523,12/11/16,1
3-25-18-12-523,12/11/16,1
3-9-7-14-523,12/11/16,1
3-10-14-11-496,12/12/08,1
3-12-8-14-523,12/12/08,1
3-9-7-12-523,12/12/08,1
3-9-7-13-523,12/12/08,2
3-10-13-12-496,12/12/09,1
3-9-8-13-523,12/12/09,1
3-7-7-13-523,12/12/10,1
3-9-7-13-523,12/12/10,3
3-10-15-12-496,12/12/11,1
3-14-10-12-523,12/12/11,1
3-14-11-12-523,12/12/11,1
5-15-14-0-490,12/12/11,1
3-10-14-12-496,12/12/12,1
3-11-16-9-523,12/12/12,1
3-12-15-14-523,12/12/12,2
3-17-9-12-523,12/12/12,1
3-9-8-13-523,12/12/12,1
4-18-15-0-517,12/12/12,1
3-14-9-10-523,12/12/13,1
3-17-9-10-523,12/12/13,1
3-18-9-10-523,12/12/13,1
3-24-12-12-523,12/12/13,1
3-10-7-12-523,12/12/14,1
3-12-11-14-523,12/12/14,1
3-12-12-9-523,12/12/14,1
3-12-13-9-523,12/12/14,1
3-16-9-11-523,12/12/14,2
3-17-9-11-523,12/12/14,1
3-18-9-11-523,12/12/14,1
3-26-13-8-523,12/12/14,1
3-9-10-9-523,12/12/14,1
3-9-8-12-523,12/12/14,1
4-15-11-0-490,12/12/14,1
5-14-14-11-490,12/12/14,1
5-14-8-9-490,12/12/14,1
3-10-9-9-523,12/12/15,1
3-12-11-10-523,12/12/15,1
3-14-9-10-523,12/12/15,1
3-17-9-11-523,12/12/15,1
3-24-13-11-523,12/12/15,1
3-26-13-8-523,12/12/15,2
3-12-10-11-496,12/12/16,1
3-12-11-14-523,12/12/16,1
3-12-9-13-523,12/12/16,2
3-17-9-12-523,12/12/16,3
3-25-18-11-523,12/12/16,1
3-25-18-12-523,12/12/16,3
3-9-7-14-523,12/12/16,1
3-9-8-12-523,12/12/16,1
4-14-10-0-517,12/12/16,1
3-10-7-9-523,12/13/08,2
5-17-15-12-490,12/13/08,1
3-13-9-12-550,12/13/09,1
3-14-8-14-523,12/13/09,1
3-12-11-9-523,12/13/10,1
3-14-11-12-523,12/13/10,1
3-22-17-12-523,12/13/10,1
3-9-7-13-523,12/13/10,3
3-9-7-15-523,12/13/10,3
3-9-8-13-523,12/13/10,1
4-15-15-0-490,12/13/10,1
3-10-14-12-496,12/13/11,1
3-10-8-9-523,12/13/11,1
3-12-15-12-523,12/13/11,1
3-24-16-12-523,12/13/11,1
4-16-14-0-517,12/13/11,1
5-15-14-0-490,12/13/11,1
3-10-7-13-523,12/13/12,1
3-10-8-13-523,12/13/12,1
3-13-11-9-523,12/13/12,1
3-17-10-12-523,12/13/12,1
3-17-9-14-523,12/13/12,1
3-9-7-13-523,12/13/12,1
3-12-11-10-523,12/13/13,1
3-12-12-9-523,12/13/13,1
3-13-11-9-523,12/13/13,1
3-16-9-11-523,12/13/13,1
3-17-9-10-523,12/13/13,1
5-15-10-11-490,12/13/13,1
3-10-7-12-523,12/13/14,1
3-15-11-10-523,12/13/14,1
3-9-7-14-523,12/13/14,1
3-9-8-12-523,12/13/14,1
3-26-13-8-523,12/13/15,1
3-12-12-10-523,12/13/16,1
3-13-10-8-523,12/13/16,1
3-18-9-11-523,12/13/16,2
3-10-8-9-523,12/14/08,1
3-9-7-13-523,12/14/08,1
3-9-8-12-523,12/14/08,1
3-13-9-18-550,12/14/09,1
3-15-8-14-523,12/14/09,1
3-9-7-12-523,12/14/09,1
3-9-7-13-523,12/14/09,3
3-9-7-14-523,12/14/09,1
4-9-7-13-523,12/14/09,1
3-10-14-12-496,12/14/10,1
3-12-15-13-523,12/14/10,2
3-14-11-12-523,12/14/10,1
3-7-7-13-523,12/14/10,1
3-9-7-13-523,12/14/10,4
3-9-7-14-523,12/14/10,2
3-9-7-15-523,12/14/10,1
4-14-0-0-490,12/14/10,1
4-14-11-0-490,12/14/10,1
4-15-12-0-490,12/14/10,1
4-3-10-0-490,12/14/10,1
3-12-10-14-523,12/14/11,1
3-12-15-13-523,12/14/11,2
3-9-7-13-523,12/14/11,1
4-12-0-0-463,12/14/11,1
3-10-6-12-523,12/14/12,1
3-12-15-14-523,12/14/12,1
3-16-12-13-523,12/14/12,1
3-27-8-21-496,12/14/12,2
3-9-8-13-523,12/14/12,1
4-16-13-0-517,12/14/12,1
3-13-11-9-523,12/14/13,1
3-24-12-12-523,12/14/13,1
3-9-8-12-523,12/14/13,1
3-10-7-12-523,12/14/14,1
3-10-8-12-523,12/14/14,1
3-12-12-9-523,12/14/14,1
3-12-13-9-523,12/14/14,1
3-15-11-10-523,12/14/14,1
3-17-9-11-523,12/14/14,1
3-9-8-12-523,12/14/14,2
3-12-12-9-523,12/14/15,1
3-7-12-9-523,12/14/15,1
3-9-12-11-496,12/14/15,2
5-14-12-9-490,12/14/15,1
3-10-15-11-496,12/14/16,1
3-13-12-9-523,12/14/16,1
3-16-9-7-523,12/14/16,2
3-25-18-12-523,12/14/16,1
3-26-14-11-523,12/14/16,1
4-16-9-0-517,12/14/16,1
3-10-14-11-496,12/15/08,1
3-10-15-11-496,12/15/08,1
3-12-11-10-523,12/15/08,1
3-9-7-13-523,12/15/08,1
4-16-12-0-517,12/15/08,1
5-16-13-10-490,12/15/08,1
3-14-8-12-523,12/15/09,2
3-14-8-13-523,12/15/09,1
3-9-7-13-523,12/15/09,4
3-9-7-16-523,12/15/09,1
3-9-8-13-523,12/15/09,1
4-14-8-12-523,12/15/09,1
4-16-12-9-490,12/15/09,1
4-9-7-13-523,12/15/09,1
3-14-11-12-523,12/15/10,1
3-15-8-13-523,12/15/10,1
3-9-7-13-523,12/15/10,1
3-9-7-14-523,12/15/10,1
3-9-8-13-523,12/15/10,1
3-12-15-12-523,12/15/11,1
3-15-16-11-523,12/15/11,1
3-24-16-12-523,12/15/11,1
3-9-7-13-523,12/15/11,2
3-9-9-13-523,12/15/11,1
4-13-0-0-463,12/15/11,1
5-15-14-12-490,12/15/11,1
3-11-8-9-523,12/15/12,1
3-11-9-13-523,12/15/12,1
3-17-10-12-523,12/15/12,1
3-17-9-12-523,12/15/12,1
3-27-5-21-496,12/15/12,1
3-9-7-13-523,12/15/12,1
3-9-9-14-523,12/15/12,1
3-12-10-11-523,12/15/13,1
4-13-11-0-490,12/15/13,1
3-10-14-11-496,12/15/14,2
3-12-12-9-523,12/15/14,2
3-16-9-11-523,12/15/14,1
3-17-9-11-523,12/15/14,2
3-20-14-12-523,12/15/14,1
3-23-14-11-523,12/15/14,1
3-9-8-12-523,12/15/14,2
3-10-16-11-496,12/15/15,1
3-10-8-9-496,12/15/15,1
3-11-17-9-523,12/15/15,1
3-15-0-0-517,12/15/15,1
3-11-12-9-523,12/15/16,1
3-16-9-7-523,12/15/16,3
3-24-16-13-523,12/15/16,1
3-9-7-14-523,12/15/16,1
3-10-7-9-523,12/16/08,1
3-12-9-10-550,12/16/08,1
3-9-7-13-523,12/16/08,1
3-9-8-12-523,12/16/08,1
3-11-10-13-523,12/16/09,1
3-12-11-15-523,12/16/09,1
3-9-7-13-523,12/16/09,4
3-9-7-14-523,12/16/09,1
3-9-7-15-523,12/16/09,1
3-9-8-13-523,12/16/09,1
7-16-0-0-490,12/16/09,1
3-11-9-9-523,12/16/10,1
3-12-10-11-550,12/16/10,1
3-12-15-13-523,12/16/10,1
3-12-9-13-523,12/16/10,1
3-7-7-13-523,12/16/10,1
3-9-7-13-523,12/16/10,2
3-9-7-13-571,12/16/10,1
3-9-7-14-523,12/16/10,1
3-9-7-15-523,12/16/10,2
3-9-8-13-523,12/16/10,4
3-11-9-11-496,12/16/11,1
3-12-6-9-523,12/16/11,1
