MLVA,date,COUNT(*)
3-17-9-11-523,3/27/15,1
3-10-14-11-496,3/27/16,3
3-12-17-9-523,3/27/16,1
3-10-9-9-523,3/28/08,1
3-12-10-10-523,3/28/08,1
3-12-9-10-550,3/28/08,1
3-17-16-13-523,3/28/08,1
4-14-0-0-463,3/28/08,1
3-9-8-12-523,3/28/09,2
3-11-12-15-523,3/28/10,1
3-9-6-14-523,3/28/10,1
3-9-7-13-523,3/28/10,2
4-15-11-0-490,3/28/10,1
3-10-14-12-496,3/28/11,1
3-14-11-12-523,3/28/11,1
3-14-12-12-523,3/28/11,1
3-9-6-12-523,3/28/11,1
3-9-7-13-523,3/28/11,2
3-9-7-14-523,3/28/11,1
3-10-14-0-496,3/28/12,1
3-13-14-10-523,3/28/12,1
3-15-11-10-496,3/28/12,1
3-9-8-12-523,3/28/12,1
3-9-8-13-523,3/28/12,1
3-13-13-11-523,3/28/13,1
3-9-7-13-523,3/28/13,3
4-16-13-0-517,3/28/13,1
3-10-8-12-523,3/28/14,1
3-12-11-14-523,3/28/14,2
3-12-11-9-523,3/28/14,1
3-12-13-9-523,3/28/14,1
3-13-10-11-523,3/28/14,1
3-17-10-11-523,3/28/14,1
3-17-8-11-523,3/28/14,1
3-17-9-11-523,3/28/14,2
3-24-13-11-523,3/28/14,2
3-26-7-20-496,3/28/14,1
3-9-7-12-523,3/28/14,1
3-9-9-12-523,3/28/14,1
4-13-12-0-490,3/28/14,1
3-12-12-9-523,3/28/15,1
5-12-15-9-490,3/28/15,1
3-10-7-11-523,3/28/16,1
3-12-12-9-523,3/28/16,1
3-24-13-10-523,3/28/16,1
3-26-13-8-523,3/28/16,1
3-9-7-12-523,3/28/16,1
3-12-9-10-550,3/29/08,2
3-17-16-13-523,3/29/08,1
3-10-9-12-523,3/29/09,1
3-13-15-9-523,3/29/09,1
3-15-10-13-523,3/29/09,1
5-16-13-10-490,3/29/09,1
3-12-10-13-523,3/29/10,1
3-12-10-14-523,3/29/10,1
3-14-8-13-523,3/29/10,1
3-24-16-12-523,3/29/10,1
3-9-7-12-523,3/29/10,3
3-9-7-13-523,3/29/10,7
3-9-8-13-523,3/29/10,1
4-9-13-0-544,3/29/10,1
5-16-13-0-517,3/29/10,1
5-16-13-10-523,3/29/10,1
3-10-14-12-496,3/29/11,1
3-10-15-12-496,3/29/11,1
3-10-8-10-523,3/29/11,1
3-12-15-13-523,3/29/11,1
3-12-9-11-550,3/29/11,1
3-13-14-11-523,3/29/11,1
3-25-16-14-523,3/29/11,1
3-9-6-12-523,3/29/11,1
3-9-7-13-523,3/29/11,2
3-9-7-14-523,3/29/11,2
4-16-14-0-517,3/29/11,1
3-13-9-11-550,3/29/12,2
3-9-7-13-523,3/29/12,1
3-9-8-13-523,3/29/12,1
3-12-11-8-523,3/29/13,1
3-23-13-11-523,3/29/13,1
3-9-9-13-523,3/29/13,1
4-14-13-0-490,3/29/13,1
3-13-10-11-523,3/29/14,3
3-17-9-11-523,3/29/14,1
3-19-13-11-523,3/29/14,1
3-26-7-20-496,3/29/14,1
4-10-9-0-517,3/29/14,1
3-10-7-12-523,3/29/15,1
3-13-13-9-523,3/29/15,1
3-9-7-13-523,3/29/15,1
3-10-15-11-496,3/29/16,1
3-26-14-8-523,3/29/16,1
4-12-14-0-490,3/29/16,1
3-10-14-11-523,3/3/08,1
3-11-7-13-523,3/3/08,1
3-14-8-13-523,3/3/08,1
3-9-8-12-523,3/3/08,2
5-12-11-9-490,3/3/08,1
3-10-14-11-496,3/3/09,1
3-10-7-9-523,3/3/09,1
3-11-10-8-523,3/3/09,1
3-14-21-12-523,3/3/09,1
3-17-16-13-523,3/3/09,1
3-24-14-10-523,3/3/09,1
3-9-8-12-523,3/3/09,4
4-14-10-0-490,3/3/09,1
4-16-11-0-490,3/3/09,1
3-10-13-12-496,3/3/10,1
3-11-10-9-523,3/3/10,2
3-11-11-9-523,3/3/10,1
3-12-11-11-523,3/3/10,1
3-13-7-12-523,3/3/10,1
3-14-8-13-523,3/3/10,1
3-14-8-14-523,3/3/10,1
3-15-10-12-523,3/3/10,1
3-16-17-14-523,3/3/10,1
3-9-6-13-523,3/3/10,1
3-9-7-12-523,3/3/10,2
3-9-7-13-523,3/3/10,2
3-9-8-12-523,3/3/10,1
3-9-9-12-523,3/3/10,1
4-14-10-0-490,3/3/10,1
3-10-14-12-496,3/3/11,2
3-12-15-13-523,3/3/11,1
3-12-15-15-523,3/3/11,1
3-12-9-10-550,3/3/11,6
3-13-14-9-523,3/3/11,1
3-9-7-13-523,3/3/11,3
3-9-7-14-523,3/3/11,3
3-9-7-15-523,3/3/11,1
5-14-10-9-490,3/3/11,1
3-10-7-15-523,3/3/12,1
3-10-8-9-523,3/3/12,5
3-11-8-13-523,3/3/12,1
3-12-15-13-523,3/3/12,1
3-9-7-13-523,3/3/12,3
3-12-16-13-523,3/3/13,1
3-23-23-11-523,3/3/13,1
3-23-24-11-523,3/3/13,1
3-9-8-12-523,3/3/13,1
3-10-7-12-523,3/3/14,1
3-11-13-11-496,3/3/14,1
3-12-9-13-523,3/3/14,1
3-16-9-12-523,3/3/14,1
3-17-10-11-523,3/3/14,1
3-18-9-11-523,3/3/14,1
3-24-13-11-523,3/3/14,1
3-26-12-12-523,3/3/14,1
3-9-7-14-523,3/3/14,1
3-9-8-13-523,3/3/14,1
3-11-13-11-496,3/3/15,1
3-13-11-9-523,3/3/15,2
3-15-15-0-517,3/3/15,1
3-15-7-13-523,3/3/15,1
3-16-10-11-523,3/3/15,1
3-17-9-11-523,3/3/15,1
3-24-13-10-523,3/3/15,1
3-24-14-10-523,3/3/15,1
3-24-14-11-523,3/3/15,1
3-9-13-12-523,3/3/15,1
3-9-8-13-523,3/3/15,1
5-12-11-11-490,3/3/15,2
5-22-9-13-457,3/3/15,1
3-10-14-11-496,3/3/16,1
3-11-12-9-523,3/3/16,1
3-12-11-14-523,3/3/16,1
3-12-12-9-523,3/3/16,1
3-15-11-10-523,3/3/16,1
3-26-13-8-523,3/3/16,1
3-9-7-12-523,3/3/16,1
3-12-9-10-550,3/30/08,1
3-17-16-13-523,3/30/08,1
3-10-7-9-523,3/30/09,1
3-10-9-12-523,3/30/09,1
3-11-10-8-523,3/30/09,1
3-9-7-12-523,3/30/09,2
3-9-7-13-523,3/30/09,2
3-9-8-12-523,3/30/09,4
4-16-11-0-490,3/30/09,1
3-11-10-9-523,3/30/10,1
3-12-9-11-550,3/30/10,1
3-21-11-12-523,3/30/10,1
3-9-7-13-523,3/30/10,4
3-9-7-14-523,3/30/10,1
3-10-14-12-496,3/30/11,1
3-12-10-13-523,3/30/11,1
3-12-12-10-523,3/30/11,1
3-14-9-13-523,3/30/11,1
3-15-10-14-523,3/30/11,1
3-9-6-12-523,3/30/11,2
3-9-7-12-523,3/30/11,1
3-9-7-13-523,3/30/11,1
3-9-7-14-523,3/30/11,1
3-9-8-12-523,3/30/11,1
4-17-13-0-490,3/30/11,1
3-11-7-15-523,3/30/12,1
3-12-15-14-523,3/30/12,1
3-13-9-11-550,3/30/12,1
3-9-7-13-523,3/30/12,1
3-9-8-12-523,3/30/12,2
3-9-8-13-523,3/30/12,1
3-9-9-12-523,3/30/12,1
3-12-11-8-523,3/30/13,1
3-12-9-14-523,3/30/13,1
3-23-23-11-523,3/30/13,1
4-14-13-0-490,3/30/13,1
5-15-18-13-490,3/30/13,1
3-12-11-14-523,3/30/14,3
3-15-11-10-523,3/30/14,2
3-16-9-11-523,3/30/14,1
3-17-10-11-523,3/30/14,4
3-17-8-11-523,3/30/14,1
3-9-8-12-523,3/30/14,1
3-11-12-9-523,3/30/15,1
3-15-13-6-523,3/30/15,1
3-17-8-10-523,3/30/15,1
3-17-9-11-523,3/30/15,3
3-27-12-10-523,3/30/15,1
3-9-7-13-523,3/30/15,2
3-10-13-11-496,3/30/16,1
3-10-14-11-496,3/30/16,2
3-10-15-11-496,3/30/16,2
3-12-12-9-523,3/30/16,1
3-12-14-9-523,3/30/16,1
3-13-15-0-523,3/30/16,1
3-15-11-10-523,3/30/16,1
3-22-15-12-523,3/30/16,1
3-24-14-10-523,3/30/16,1
3-9-7-12-523,3/30/16,1
3-10-9-9-523,3/31/08,1
3-12-9-10-550,3/31/08,2
3-12-9-12-523,3/31/08,2
3-9-7-13-523,3/31/08,1
3-10-7-9-523,3/31/09,1
3-10-9-12-523,3/31/09,1
3-11-8-9-523,3/31/09,1
3-9-7-12-523,3/31/09,1
3-9-7-13-523,3/31/09,3
3-9-8-12-523,3/31/09,2
4-16-14-0-517,3/31/09,2
3-10-13-10-496,3/31/10,1
3-11-10-9-523,3/31/10,1
3-11-11-9-523,3/31/10,1
3-12-9-10-550,3/31/10,1
3-9-7-13-523,3/31/10,4
3-12-15-13-523,3/31/11,1
3-14-11-12-523,3/31/11,1
3-14-8-14-523,3/31/11,1
3-16-10-13-523,3/31/11,1
3-24-13-12-523,3/31/11,1
3-9-6-12-523,3/31/11,1
3-9-7-13-523,3/31/11,1
3-9-7-14-523,3/31/11,1
4-13-6-0-463,3/31/11,1
4-15-12-0-490,3/31/11,1
4-17-13-0-610,3/31/11,1
3-10-8-12-523,3/31/12,1
3-13-9-11-550,3/31/12,2
3-9-8-12-523,3/31/12,3
3-17-9-12-523,3/31/13,1
3-10-8-9-523,3/31/14,1
3-13-10-11-523,3/31/14,1
3-13-11-9-523,3/31/14,1
3-17-10-11-523,3/31/14,3
3-17-9-11-523,3/31/14,1
3-9-7-12-523,3/31/14,1
3-11-13-11-496,3/31/15,1
3-17-8-11-523,3/31/15,1
3-9-9-12-523,3/31/15,1
4-13-17-0-517,3/31/15,1
3-10-14-11-496,3/31/16,1
3-10-15-11-496,3/31/16,1
3-15-11-10-523,3/31/16,1
3-15-11-11-523,3/31/16,1
3-17-0-0-517,3/31/16,1
3-24-13-10-523,3/31/16,1
3-24-17-11-523,3/31/16,1
3-26-13-8-523,3/31/16,1
3-9-7-12-523,3/31/16,1
4-16-11-0-517,3/31/16,1
3-12-9-10-550,3/4/08,3
3-12-9-12-523,3/4/08,1
3-17-16-13-523,3/4/08,2
3-9-7-13-523,3/4/08,1
3-9-8-12-523,3/4/08,1
5-16-13-10-490,3/4/08,1
3-12-9-10-550,3/4/09,2
3-9-8-12-523,3/4/09,1
3-9-9-12-523,3/4/09,1
4-15-16-10-490,3/4/09,1
5-16-13-10-490,3/4/09,1
3-11-11-9-523,3/4/10,1
3-12-12-10-523,3/4/10,1
3-14-8-13-523,3/4/10,1
3-24-14-11-523,3/4/10,1
3-9-15-12-523,3/4/10,1
3-9-7-12-523,3/4/10,2
3-9-7-13-523,3/4/10,3
4-11-0-0-463,3/4/10,1
4-16-10-0-517,3/4/10,1
5-14-15-13-490,3/4/10,1
3-12-9-10-550,3/4/11,3
3-12-9-11-550,3/4/11,4
3-12-9-9-550,3/4/11,1
3-13-10-13-523,3/4/11,1
4-15-12-0-490,3/4/11,6
4-16-14-0-517,3/4/11,1
3-10-7-12-523,3/4/12,1
3-10-8-9-523,3/4/12,3
3-12-15-13-523,3/4/13,1
3-16-10-12-523,3/4/13,1
3-17-9-12-523,3/4/13,2
3-23-22-11-523,3/4/13,1
3-9-8-13-523,3/4/13,3
4-14-13-0-490,3/4/13,1
4-15-13-0-490,3/4/13,1
4-16-10-0-517,3/4/13,2
5-17-21-13-490,3/4/13,1
3-10-7-12-523,3/4/14,1
3-12-10-13-523,3/4/14,1
3-12-12-9-523,3/4/14,2
3-13-11-9-523,3/4/14,1
3-15-9-11-523,3/4/14,1
3-16-9-12-523,3/4/14,1
3-17-9-11-523,3/4/14,2
3-24-10-10-523,3/4/14,1
3-24-13-10-523,3/4/14,1
3-24-13-11-523,3/4/14,1
3-25-12-10-523,3/4/14,1
3-25-13-10-523,3/4/14,1
4-16-12-0-517,3/4/14,1
3-12-12-9-523,3/4/15,1
3-12-13-11-523,3/4/15,1
3-12-9-12-523,3/4/15,1
3-15-11-10-523,3/4/15,1
3-16-13-11-523,3/4/15,1
3-24-14-10-523,3/4/15,2
3-9-8-11-523,3/4/15,1
3-9-8-12-523,3/4/15,1
4-15-10-0-490,3/4/15,1
5-14-8-9-490,3/4/15,2
3-10-14-11-496,3/4/16,1
3-12-12-9-523,3/4/16,1
3-22-13-8-523,3/4/16,1
3-24-13-10-523,3/4/16,1
3-26-13-8-523,3/4/16,1
3-9-7-12-523,3/4/16,2
5-15-7-12-490,3/4/16,1
3-12-10-12-523,3/5/08,1
3-12-9-10-550,3/5/08,1
3-15-11-10-523,3/5/08,1
3-25-10-11-523,3/5/08,1
3-9-7-12-523,3/5/08,1
3-9-8-12-523,3/5/08,1
5-12-11-9-490,3/5/08,1
5-15-14-10-490,3/5/08,1
3-12-9-10-550,3/5/09,2
3-13-9-10-550,3/5/09,1
3-15-11-10-523,3/5/09,1
3-9-7-12-523,3/5/09,3
3-9-8-12-523,3/5/09,2
3-14-11-11-523,3/5/10,1
3-14-8-13-523,3/5/10,1
3-16-16-14-523,3/5/10,1
3-21-12-12-523,3/5/10,1
3-9-6-14-523,3/5/10,2
3-9-7-13-523,3/5/10,5
3-9-7-14-523,3/5/10,2
3-9-8-13-523,3/5/10,1
7-18-0-0-490,3/5/10,1
3-12-15-13-523,3/5/11,1
3-14-11-12-523,3/5/11,1
3-9-7-14-523,3/5/11,1
3-9-8-13-523,3/5/11,1
4-14-11-0-490,3/5/11,1
4-15-11-0-490,3/5/11,1
5-13-11-11-490,3/5/11,1
3-10-7-15-523,3/5/12,1
3-10-8-9-523,3/5/12,4
3-13-8-14-523,3/5/12,1
3-25-13-8-523,3/5/12,1
3-9-7-13-523,3/5/12,1
3-10-7-15-523,3/5/13,1
3-12-16-9-523,3/5/13,2
3-13-12-9-523,3/5/13,1
3-15-4-11-523,3/5/13,1
3-16-12-11-523,3/5/13,1
3-17-10-12-523,3/5/13,1
3-24-14-12-523,3/5/13,1
4-14-13-0-490,3/5/13,1
3-10-7-12-523,3/5/14,1
3-12-12-9-523,3/5/14,2
3-12-9-13-523,3/5/14,1
3-15-9-11-523,3/5/14,1
3-16-10-8-523,3/5/14,1
3-16-9-11-523,3/5/14,3
3-16-9-6-523,3/5/14,1
3-17-10-11-523,3/5/14,1
3-17-8-11-523,3/5/14,1
3-17-9-11-523,3/5/14,2
3-17-9-12-523,3/5/14,1
3-18-9-11-523,3/5/14,1
3-24-13-11-523,3/5/14,2
3-24-24-11-523,3/5/14,1
3-9-7-10-523,3/5/14,1
3-9-7-12-523,3/5/14,2
4-19-10-0-517,3/5/14,2
3-10-8-12-523,3/5/15,2
3-17-10-11-523,3/5/15,1
3-17-8-11-523,3/5/15,2
3-17-9-11-523,3/5/15,1
4-15-11-0-490,3/5/15,1
5-16-10-0-490,3/5/15,1
3-11-12-9-523,3/5/16,1
3-12-12-8-523,3/5/16,1
3-17-16-13-523,3/6/08,1
3-25-13-12-523,3/6/08,1
3-11-10-9-523,3/6/09,1
3-12-9-10-550,3/6/09,3
3-22-13-12-523,3/6/09,1
3-9-7-13-523,3/6/09,1
3-9-8-12-523,3/6/09,2
3-14-8-13-523,3/6/10,1
3-17-15-14-523,3/6/10,2
3-9-7-12-523,3/6/10,3
5-16-14-11-490,3/6/10,1
3-12-9-9-550,3/6/11,1
3-13-11-10-523,3/6/11,1
3-14-11-12-523,3/6/11,1
3-9-9-13-523,3/6/11,1
4-15-12-0-490,3/6/11,2
3-10-7-12-523,3/6/12,1
3-10-7-15-523,3/6/12,2
3-10-8-9-523,3/6/12,1
3-13-17-15-523,3/6/12,1
3-19-10-13-523,3/6/12,1
3-9-7-13-496,3/6/12,1
3-9-7-13-523,3/6/12,1
3-10-10-0-523,3/6/13,1
3-10-15-12-496,3/6/13,1
3-11-13-12-496,3/6/13,1
3-16-9-13-523,3/6/13,1
3-17-9-12-523,3/6/13,1
3-23-13-11-523,3/6/13,1
3-23-23-11-523,3/6/13,1
3-9-8-14-523,3/6/13,1
6-11-15-11-490,3/6/13,1
3-10-13-11-496,3/6/14,1
3-10-7-12-523,3/6/14,2
3-12-11-14-523,3/6/14,1
3-13-10-11-523,3/6/14,1
3-16-9-11-523,3/6/14,2
3-16-9-12-523,3/6/14,3
3-17-10-11-523,3/6/14,2
4-12-0-0-463,3/6/14,1
3-12-11-14-523,3/6/15,1
3-12-11-15-523,3/6/15,1
3-17-8-11-523,3/6/15,1
3-17-9-11-523,3/6/15,4
3-24-14-10-523,3/6/15,1
3-8-10-8-457,3/6/15,1
3-9-7-13-523,3/6/15,1
3-10-14-11-496,3/6/16,1
3-17-9-11-523,3/6/16,1
3-12-10-12-523,3/7/08,1
3-13-12-10-523,3/7/08,1
5-12-11-9-490,3/7/08,1
5-14-9-9-490,3/7/08,1
3-9-8-12-523,3/7/09,2
3-12-7-13-523,3/7/10,1
3-14-8-13-523,3/7/10,1
3-9-6-13-523,3/7/10,3
3-9-7-12-523,3/7/10,2
3-9-7-13-523,3/7/10,2
3-9-8-12-523,3/7/10,1
3-10-7-13-523,3/7/11,1
3-10-8-13-523,3/7/11,1
3-12-9-10-550,3/7/11,1
3-12-9-11-550,3/7/11,2
3-9-7-13-523,3/7/11,6
4-15-11-0-490,3/7/11,1
4-15-14-0-490,3/7/11,1
3-10-15-12-430,3/7/12,1
3-10-15-12-496,3/7/12,1
3-10-7-12-523,3/7/12,1
3-10-7-15-523,3/7/12,4
3-10-8-13-523,3/7/12,1
3-11-8-13-523,3/7/12,1
3-12-15-14-523,3/7/12,1
3-16-11-11-523,3/7/12,1
3-9-7-13-496,3/7/12,1
3-9-8-13-523,3/7/12,1
3-9-9-13-523,3/7/12,1
3-10-14-12-496,3/7/13,1
3-12-16-13-523,3/7/13,1
3-17-13-10-523,3/7/13,1
3-17-9-12-523,3/7/13,1
3-9-7-14-523,3/7/13,1
3-9-8-13-523,3/7/13,1
3-12-11-14-523,3/7/14,2
3-12-12-9-523,3/7/14,2
3-16-9-11-523,3/7/14,1
3-16-9-12-523,3/7/14,1
3-17-9-11-523,3/7/14,3
3-24-13-10-523,3/7/14,1
3-24-25-10-523,3/7/14,1
3-26-7-20-496,3/7/14,1
4-15-10-0-490,3/7/14,1
3-10-8-12-523,3/7/15,1
3-12-9-12-523,3/7/15,1
3-17-9-11-523,3/7/15,1
3-24-14-10-523,3/7/15,1
3-8-10-8-457,3/7/15,1
4-16-18-0-517,3/7/15,1
3-10-14-11-496,3/7/16,1
3-10-9-9-523,3/7/16,1
3-12-13-9-523,3/7/16,1
3-16-9-11-496,3/7/16,1
3-26-13-8-523,3/7/16,3
3-9-12-11-496,3/7/16,1
3-9-7-12-523,3/7/16,1
3-9-7-13-523,3/7/16,1
3-12-9-10-550,3/8/08,1
3-17-16-13-523,3/8/08,1
3-10-7-9-523,3/8/09,1
3-9-7-13-523,3/8/09,1
3-9-8-12-523,3/8/09,2
3-9-8-13-523,3/8/09,1
3-10-14-11-496,3/8/10,1
3-16-16-14-523,3/8/10,1
3-9-6-13-523,3/8/10,6
3-9-7-12-523,3/8/10,2
3-9-7-13-523,3/8/10,2
3-9-7-14-523,3/8/10,1
4-14-9-0-490,3/8/10,1
5-15-13-12-490,3/8/10,1
3-12-9-10-550,3/8/11,2
3-23-11-10-523,3/8/11,1
3-27-8-22-496,3/8/11,1
3-9-10-13-523,3/8/11,2
3-9-7-13-523,3/8/11,2
3-9-7-14-523,3/8/11,1
3-9-8-13-523,3/8/11,1
3-10-14-12-496,3/8/12,1
3-10-15-12-496,3/8/12,1
3-10-7-15-523,3/8/12,1
3-10-8-9-523,3/8/12,2
3-12-15-13-523,3/8/12,1
3-12-9-13-523,3/8/12,1
3-9-8-13-523,3/8/12,1
3-9-8-14-523,3/8/12,1
3-10-7-14-523,3/8/13,1
3-16-9-12-523,3/8/13,1
3-17-9-12-523,3/8/13,1
3-23-23-11-523,3/8/13,1
3-24-11-16-523,3/8/13,1
3-9-8-13-523,3/8/13,1
4-13-10-0-490,3/8/13,1
6-12-15-11-490,3/8/13,1
3-12-12-9-523,3/8/14,1
3-17-9-11-496,3/8/14,1
3-17-9-11-523,3/8/14,2
3-20-14-12-523,3/8/14,1
4-15-10-0-490,3/8/14,1
3-18-9-12-523,3/8/15,1
3-24-13-10-523,3/8/15,1
3-9-7-12-523,3/8/15,1
3-12-12-9-523,3/8/16,1
3-15-11-10-523,3/8/16,1
3-17-9-11-523,3/8/16,1
5-17-15-10-490,3/8/16,1
3-12-6-10-523,3/9/08,1
3-17-16-13-523,3/9/08,2
3-10-14-11-496,3/9/09,1
3-10-15-11-496,3/9/09,1
3-12-9-10-550,3/9/09,1
3-15-12-10-523,3/9/09,1
3-16-17-13-523,3/9/09,1
3-9-7-13-523,3/9/09,2
4-13-10-0-490,3/9/09,1
4-16-11-0-490,3/9/09,2
4-16-15-0-517,3/9/09,1
3-10-14-12-496,3/9/10,1
3-14-8-13-523,3/9/10,2
3-15-8-14-523,3/9/10,1
3-26-8-12-523,3/9/10,1
3-8-5-14-370,3/9/10,1
3-9-7-12-523,3/9/10,3
3-9-7-13-523,3/9/10,5
3-9-7-14-523,3/9/10,2
3-10-14-12-496,3/9/11,1
3-11-11-15-523,3/9/11,1
3-12-9-10-550,3/9/11,4
3-12-9-9-550,3/9/11,1
3-9-6-12-523,3/9/11,1
3-9-7-12-523,3/9/11,1
3-9-7-13-523,3/9/11,1
4-15-12-0-490,3/9/11,1
4-17-12-0-490,3/9/11,1
3-10-15-12-496,3/9/12,1
3-10-7-15-523,3/9/12,2
3-10-8-10-523,3/9/12,2
3-10-8-9-523,3/9/12,1
3-12-14-13-523,3/9/12,1
3-12-9-10-523,3/9/12,1
3-14-9-10-523,3/9/12,1
3-16-10-11-523,3/9/12,1
3-16-11-10-523,3/9/12,1
3-9-7-13-523,3/9/12,1
4-16-18-27-517,3/9/12,1
3-10-14-12-496,3/9/13,1
3-17-9-12-523,3/9/13,1
4-16-13-0-517,3/9/13,1
3-15-11-10-523,3/9/14,2
3-16-11-10-523,3/9/14,1
3-16-9-11-523,3/9/14,1
3-17-9-11-523,3/9/14,1
3-29-13-10-523,3/9/14,1
4-15-10-0-490,3/9/14,1
3-10-15-11-496,3/9/15,1
3-10-8-12-523,3/9/15,1
3-12-9-12-523,3/9/15,1
3-13-12-9-523,3/9/15,1
3-17-6-11-523,3/9/15,1
3-17-9-11-523,3/9/15,3
3-24-14-10-523,3/9/15,1
3-9-7-13-523,3/9/15,1
3-9-8-12-523,3/9/15,1
4-14-13-0-517,3/9/15,1
4-15-10-0-490,3/9/15,1
4-8-13-0-544,3/9/15,1
3-12-12-11-523,3/9/16,2
3-12-9-11-523,3/9/16,1
3-13-13-9-523,3/9/16,1
3-17-9-11-523,3/9/16,1
3-24-13-10-523,3/9/16,1
3-26-13-8-523,3/9/16,1
3-12-8-10-550,4/1/08,1
3-12-9-10-550,4/1/08,1
4-14-0-0-463,4/1/08,2
3-12-9-10-550,4/1/09,1
3-15-12-10-523,4/1/09,1
3-9-7-12-523,4/1/09,1
3-9-7-13-523,4/1/09,3
3-9-8-12-523,4/1/09,2
4-16-14-0-517,4/1/09,1
3-10-13-12-496,4/1/10,1
3-12-9-10-550,4/1/10,2
3-12-9-11-550,4/1/10,1
3-9-7-12-523,4/1/10,1
3-9-7-13-523,4/1/10,2
3-9-9-13-523,4/1/10,1
5-14-0-9-490,4/1/10,1
3-12-15-13-523,4/1/11,1
3-12-9-11-550,4/1/11,1
3-14-11-12-523,4/1/11,1
3-9-6-12-523,4/1/11,1
3-9-7-13-523,4/1/11,1
4-14-11-0-490,4/1/11,1
3-9-8-12-523,4/1/12,1
3-9-8-14-523,4/1/12,1
3-12-9-13-523,4/1/13,1
3-9-7-13-523,4/1/13,1
3-11-15-11-496,4/1/14,1
3-12-12-9-523,4/1/14,1
3-17-10-11-523,4/1/14,3
3-17-9-11-523,4/1/14,2
3-26-15-9-523,4/1/14,1
3-9-7-12-523,4/1/14,1
4-12-0-0-463,4/1/14,1
4-13-12-0-490,4/1/14,1
5-10-12-10-490,4/1/14,1
3-12-11-15-523,4/1/15,1
3-12-12-9-523,4/1/15,1
3-12-13-9-523,4/1/15,1
3-12-14-9-523,4/1/15,1
3-12-9-11-523,4/1/15,1
3-13-11-9-523,4/1/15,1
3-17-9-11-523,4/1/15,1
3-18-9-11-523,4/1/15,1
3-9-8-12-523,4/1/15,1
4-13-15-0-517,4/1/15,1
4-13-17-0-517,4/1/15,1
5-14-8-9-490,4/1/15,1
3-10-14-11-496,4/1/16,1
3-14-13-8-523,4/1/16,1
3-24-13-10-523,4/1/16,1
3-9-9-11-523,4/1/16,1
4-15-11-0-490,4/1/16,2
5-15-17-12-490,4/1/16,1
3-10-8-9-523,4/10/08,1
3-11-7-13-523,4/10/08,1
5-15-13-12-490,4/10/08,1
3-12-9-10-550,4/10/09,1
3-9-7-12-523,4/10/09,1
3-17-17-14-523,4/10/10,1
3-9-7-13-523,4/10/10,2
3-9-7-13-523,4/10/11,3
5-14-18-13-490,4/10/11,1
3-10-7-14-523,4/10/12,1
3-9-7-13-523,4/10/12,1
3-9-7-15-523,4/10/12,1
3-9-8-12-523,4/10/12,1
3-9-8-13-523,4/10/12,1
3-9-9-13-523,4/10/12,1
4-14-10-0-490,4/10/12,1
3-12-10-13-523,4/10/13,1
3-12-9-13-523,4/10/13,1
3-16-9-12-523,4/10/13,1
3-17-9-12-523,4/10/13,1
3-25-12-13-523,4/10/13,1
3-9-8-9-544,4/10/13,1
4-16-11-0-517,4/10/13,1
3-10-13-11-496,4/10/14,1
3-11-10-11-523,4/10/14,1
3-12-11-14-523,4/10/14,1
3-13-10-11-523,4/10/14,1
3-13-11-14-523,4/10/14,1
3-20-14-12-523,4/10/14,1
3-9-8-12-523,4/10/14,1
4-13-12-0-490,4/10/14,2
5-15-10-11-490,4/10/14,1
3-10-8-9-523,4/10/15,1
3-17-9-11-523,4/10/15,1
3-24-19-16-523,4/10/15,1
4-13-15-0-517,4/10/15,1
3-15-14-11-523,4/10/16,1
3-17-9-10-523,4/10/16,1
3-26-13-11-523,4/10/16,1
5-17-15-10-490,4/10/16,1
3-12-9-10-550,4/11/08,1
3-10-14-11-496,4/11/09,1
3-10-8-9-523,4/11/09,1
3-12-9-11-550,4/11/09,1
3-9-7-12-523,4/11/09,2
3-9-8-12-523,4/11/09,1
3-10-7-14-523,4/11/10,1
3-12-12-9-523,4/11/10,1
3-9-7-13-523,4/11/10,1
3-10-7-13-523,4/11/11,1
3-13-9-12-550,4/11/11,1
3-25-16-14-523,4/11/11,1
3-9-7-13-523,4/11/11,2
3-10-7-14-523,4/11/12,1
3-11-12-9-523,4/11/12,1
3-9-8-13-523,4/11/12,1
3-9-9-13-523,4/11/12,1
3-10-15-12-496,4/11/13,1
3-11-11-15-556,4/11/13,1
3-12-9-13-523,4/11/13,1
3-17-9-12-523,4/11/13,1
3-22-22-11-508,4/11/13,1
3-23-28-11-523,4/11/13,1
3-9-7-14-523,4/11/13,2
3-9-8-12-523,4/11/13,1
4-14-12-0-463,4/11/13,2
3-10-13-11-496,4/11/14,1
3-11-13-11-496,4/11/14,1
3-13-10-11-523,4/11/14,1
3-17-11-11-523,4/11/14,1
3-17-9-11-523,4/11/14,2
3-24-13-10-523,4/11/14,1
3-24-16-13-523,4/11/14,2
3-9-8-13-523,4/11/14,1
3-24-14-10-523,4/11/15,2
3-24-14-11-523,4/11/15,1
4-13-15-0-517,4/11/15,1
3-10-14-11-496,4/11/16,1
3-12-12-11-523,4/11/16,1
3-26-11-8-523,4/11/16,1
3-26-13-8-523,4/11/16,1
3-14-8-13-523,4/12/09,1
3-9-10-11-523,4/12/09,1
3-9-8-12-523,4/12/09,1
3-10-14-12-496,4/12/10,2
3-10-7-13-523,4/12/10,1
3-12-11-11-523,4/12/10,1
